epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
182,166,7,5,7,0,2,--,--,000,2,2,0,2956,2956
158,166,14,8,7,0,2,--,--,000,2,2,0,2956,2956
158,166,15,8,7,0,2,--,--,000,2,2,0,2956,2956
158,166,16,8,7,0,2,--,--,000,2,2,0,2956,2956
150,166,17,9,7,0,3,---,---,000,2,2,0,2956,2956
182,166,8,5,7,0,2,--,--,000,2,2,0,2956,2956
174,166,10,6,7,0,3,---,---,000,2,2,0,2956,2956
158,166,1023,8,7,0,2,--,--,000,6,1,5,3540,590
160,168,1023,8,7,0,2,--,--,000,3,1,2,1770,590
184,168,7,5,7,0,2,--,--,000,1,1,0,1478,1478
160,168,14,8,7,0,2,--,--,000,1,1,0,1478,1478
184,168,8,5,7,0,2,--,--,000,1,1,0,1478,1478
160,168,15,8,7,0,2,--,--,000,1,1,0,1478,1478
176,168,10,6,7,0,3,---,---,000,1,1,0,1478,1478
160,168,16,8,7,0,2,--,--,000,1,1,0,1478,1478
152,168,17,9,7,0,3,---,---,000,1,1,0,1478,1478
136,168,1023,11,7,0,3,---,---,000,4,2,2,2360,1180
185,169,7,5,7,0,2,--,--,000,1,1,0,1478,1478
177,170,10,6,7,0,3,---,---,000,1,1,0,1478,1478
161,170,14,8,7,0,2,--,--,000,1,1,0,1478,1478
185,170,8,5,7,0,2,--,--,000,1,1,0,1478,1478
161,170,15,8,7,0,2,--,--,000,1,1,0,1478,1478
153,170,17,9,7,0,3,---,---,000,1,1,0,1478,1478
161,170,16,8,7,0,2,--,--,000,1,1,0,1478,1478
210,170,1023,2,7,0,4,----,----,000,4,1,3,2360,590
140,172,1023,11,7,0,3,---,---,000,3,2,1,1770,1180
164,172,1023,8,7,0,2,--,--,000,2,1,1,1180,590
204,172,1023,3,7,0,4,----,----,000,6,1,5,3540,590
187,171,7,5,7,0,2,--,--,000,1,1,0,1478,1478
163,171,14,8,7,0,2,--,--,000,1,1,0,1478,1478
187,171,8,5,7,0,2,--,--,000,1,1,0,1478,1478
163,171,15,8,7,0,2,--,--,000,1,1,0,1478,1478
179,171,10,6,7,0,3,---,---,000,1,1,0,1478,1478
163,171,16,8,7,0,2,--,--,000,1,1,0,1478,1478
155,171,17,9,7,0,3,---,---,000,1,1,0,1478,1478
180,172,1023,6,7,0,3,---,---,000,3,1,2,1770,590
141,173,1023,11,7,0,3,---,---,000,4,2,2,2360,1180
189,173,7,5,7,0,2,--,--,000,1,1,0,1478,1478
189,173,8,5,7,0,2,--,--,000,1,1,0,1478,1478
165,173,14,8,7,0,2,--,--,000,1,1,0,1478,1478
181,173,10,6,7,0,3,---,---,000,1,1,0,1478,1478
165,173,15,8,7,0,2,--,--,000,1,1,0,1478,1478
165,173,16,8,7,0,2,--,--,000,1,1,0,1478,1478
157,173,17,9,7,0,3,---,---,000,1,1,0,1478,1478
165,173,1023,8,7,0,2,--,--,000,3,1,2,1770,590
167,175,1023,8,7,0,2,--,--,000,1,1,0,590,590
191,175,7,5,7,0,2,--,--,000,1,1,0,1478,1478
167,175,14,8,7,0,2,--,--,000,1,1,0,1478,1478
167,175,15,8,7,0,2,--,--,000,1,1,0,1478,1478
183,175,10,6,7,0,3,---,---,000,1,1,0,1478,1478
191,175,8,5,7,0,2,--,--,000,1,1,0,1478,1478
167,175,16,8,7,0,2,--,--,000,1,1,0,1478,1478
159,175,17,9,7,0,3,---,---,000,1,1,0,1478,1478
207,175,1023,3,7,0,4,----,----,000,7,3,4,4130,1770
193,177,7,5,7,0,2,--,--,000,1,1,0,1478,1478
185,177,10,6,7,0,3,---,---,000,1,1,0,1478,1478
169,177,14,8,7,0,2,--,--,000,1,1,0,1478,1478
193,177,8,5,7,0,2,--,--,000,1,1,0,1478,1478
161,177,17,9,7,0,3,---,---,000,1,1,0,1478,1478
169,177,15,8,7,0,2,--,--,000,1,1,0,1478,1478
169,177,16,8,7,0,2,--,--,000,1,1,0,1478,1478
169,177,1023,8,7,0,2,--,--,000,1,1,0,590,590
399,351,1023,1,7,0,5,-----,-----,000,6,1,5,588,98
392,351,1023,2,7,0,4,----,----,000,2,1,1,196,98
384,352,1023,3,7,0,4,----,----,000,6,1,5,588,98
376,353,1023,4,7,0,3,---,---,000,7,1,6,686,98
369,353,1023,5,7,0,2,--,--,000,6,1,5,588,98
361,354,1023,6,7,0,3,---,---,000,7,1,6,686,98
402,354,1023,1,7,0,5,-----,-----,000,2,1,1,196,98
394,354,1023,2,7,0,4,----,----,000,2,1,1,196,98
386,354,1023,3,7,0,4,----,----,000,1,1,0,98,98
378,354,1023,4,7,0,3,---,---,000,1,1,0,98,98
370,354,1023,5,7,0,2,--,--,000,1,1,0,98,98
362,354,1023,6,7,0,3,---,---,000,5,1,4,490,98
346,354,1023,8,7,0,2,--,--,000,2,1,1,196,98
338,354,1023,9,7,0,3,---,---,000,2,1,1,196,98
330,354,1023,10,7,0,2,--,--,000,2,1,1,196,98
322,354,1023,11,7,0,3,---,---,000,2,1,1,196,98
347,355,1023,8,7,0,2,--,--,000,3,1,2,294,98
339,355,1023,9,7,0,3,---,---,000,8,1,7,784,98
332,356,1023,10,7,0,2,--,--,000,4,1,3,392,98
