epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
174,150,1023,6,9,0,3,---,---,000,3,2,1,1770,1180
133,149,18,11,9,0,2,--,--,000,2,2,0,2956,2956
157,149,11,8,9,0,2,--,--,000,2,2,0,2956,2956
157,150,12,8,9,0,2,--,--,000,2,2,0,2956,2956
165,150,9,7,9,0,3,---,---,000,2,2,0,2956,2956
157,150,13,8,9,0,2,--,--,000,2,2,0,2956,2956
206,150,1,2,9,0,5,-----,-----,000,2,2,0,2956,2956
165,150,10,7,9,0,3,---,---,000,2,2,0,2956,2956
206,150,2,2,9,0,5,-----,-----,000,2,2,0,2956,2956
190,150,5,4,9,0,5,-----,-----,000,2,2,0,2956,2956
206,150,1023,2,9,0,5,-----,-----,000,5,1,4,2950,590
142,150,14,10,9,0,3,---,---,000,2,2,0,2956,2956
142,150,15,10,9,0,3,---,---,000,2,2,0,2956,2956
142,150,16,10,9,0,3,---,---,000,2,2,0,2956,2956
135,151,18,11,9,0,2,--,--,000,1,1,0,1478,1478
159,151,11,8,9,0,2,--,--,000,1,1,0,1478,1478
159,151,12,8,9,0,2,--,--,000,1,1,0,1478,1478
167,151,9,7,9,0,3,---,---,000,1,1,0,1478,1478
159,151,13,8,9,0,2,--,--,000,1,1,0,1478,1478
208,151,1,2,9,0,5,-----,-----,000,1,1,0,1478,1478
167,152,10,7,9,0,3,---,---,000,1,1,0,1478,1478
208,152,2,2,9,0,5,-----,-----,000,1,1,0,1478,1478
192,152,5,4,9,0,5,-----,-----,000,1,1,0,1478,1478
144,152,14,10,9,0,3,---,---,000,1,1,0,1478,1478
144,152,15,10,9,0,3,---,---,000,1,1,0,1478,1478
144,152,16,10,9,0,3,---,---,000,1,1,0,1478,1478
137,153,18,11,9,0,2,--,--,000,1,1,0,1478,1478
161,153,11,8,9,0,2,--,--,000,1,1,0,1478,1478
161,153,12,8,9,0,2,--,--,000,1,1,0,1478,1478
161,153,13,8,9,0,2,--,--,000,1,1,0,1478,1478
169,153,9,7,9,0,3,---,---,000,1,1,0,1478,1478
209,153,1,2,9,0,5,-----,-----,000,1,1,0,1478,1478
169,153,10,7,9,0,3,---,---,000,1,1,0,1478,1478
209,153,2,2,9,0,5,-----,-----,000,1,1,0,1478,1478
200,152,1023,3,9,0,4,----,----,000,4,1,3,2360,590
147,155,1023,10,9,0,3,---,---,000,4,1,3,2360,590
195,155,1023,4,9,0,5,-----,-----,000,1,1,0,590,590
203,155,1023,3,9,0,4,----,----,000,3,1,2,1770,590
179,155,1023,6,9,0,3,---,---,000,2,1,1,1180,590
193,154,5,4,9,0,5,-----,-----,000,1,1,0,1478,1478
146,154,14,10,9,0,3,---,---,000,1,1,0,1478,1478
146,154,15,10,9,0,3,---,---,000,1,1,0,1478,1478
146,154,16,10,9,0,3,---,---,000,1,1,0,1478,1478
139,155,18,11,9,0,2,--,--,000,1,1,0,1478,1478
163,155,11,8,9,0,2,--,--,000,1,1,0,1478,1478
163,155,12,8,9,0,2,--,--,000,1,1,0,1478,1478
171,155,9,7,9,0,3,---,---,000,1,1,0,1478,1478
163,155,13,8,9,0,2,--,--,000,1,1,0,1478,1478
171,155,10,7,9,0,3,---,---,000,1,1,0,1478,1478
211,155,1,2,9,0,5,-----,-----,000,1,1,0,1478,1478
211,155,2,2,9,0,5,-----,-----,000,1,1,0,1478,1478
195,155,5,4,9,0,5,-----,-----,000,1,1,0,1478,1478
148,156,14,10,9,0,3,---,---,000,1,1,0,1478,1478
148,156,15,10,9,0,3,---,---,000,1,1,0,1478,1478
148,156,16,10,9,0,3,---,---,000,1,1,0,1478,1478
141,157,18,11,9,0,2,--,--,000,1,1,0,1478,1478
165,157,11,8,9,0,2,--,--,000,1,1,0,1478,1478
173,157,9,7,9,0,3,---,---,000,1,1,0,1478,1478
165,157,12,8,9,0,2,--,--,000,1,1,0,1478,1478
165,157,13,8,9,0,2,--,--,000,1,1,0,1478,1478
173,157,10,7,9,0,3,---,---,000,1,1,0,1478,1478
213,157,1,2,9,0,5,-----,-----,000,1,1,0,1478,1478
213,157,2,2,9,0,5,-----,-----,000,1,1,0,1478,1478
197,157,5,4,9,0,5,-----,-----,000,1,1,0,1478,1478
149,157,14,10,9,0,3,---,---,000,1,1,0,1478,1478
149,157,15,10,9,0,3,---,---,000,1,1,0,1478,1478
149,157,16,10,9,0,3,---,---,000,1,1,0,1478,1478
142,158,18,11,9,0,2,--,--,000,1,1,0,1478,1478
166,158,11,8,9,0,2,--,--,000,1,1,0,1478,1478
174,158,9,7,9,0,3,---,---,000,1,1,0,1478,1478
166,158,12,8,9,0,2,--,--,000,1,1,0,1478,1478
166,158,13,8,9,0,2,--,--,000,1,1,0,1478,1478
174,159,10,7,9,0,3,---,---,000,1,1,0,1478,1478
215,159,1,2,9,0,5,-----,-----,000,1,1,0,1478,1478
215,159,2,2,9,0,5,-----,-----,000,1,1,0,1478,1478
199,159,5,4,9,0,5,-----,-----,000,1,1,0,1478,1478
151,159,14,10,9,0,3,---,---,000,1,1,0,1478,1478
151,159,15,10,9,0,3,---,---,000,1,1,0,1478,1478
151,159,16,10,9,0,3,---,---,000,1,1,0,1478,1478
144,160,18,11,9,0,2,--,--,000,1,1,0,1478,1478
168,160,11,8,9,0,2,--,--,000,1,1,0,1478,1478
176,160,9,7,9,0,3,---,---,000,1,1,0,1478,1478
